month,lou,q1,mean,q3
2020-09-30,4.576796106068059,4.682277170363136,5.86223190953649,8.139115461755694
2020-10-31,3.987406729923805,6.3128737494728,8.37111656662081,10.0715136473641
2020-11-30,1.8142554608709816,3.3783165939550486,7.195659108976844,9.72839395609958
2020-12-31,6.302842150175593,4.543270138517045,6.840338488338148,9.151505638149274
2021-01-31,-0.28380470381716805,4.729815986077767,6.001813715422747,7.919956852539826
2021-02-28,4.966673104624533,5.821116012677635,7.220812904734293,8.493668355152977
2021-03-31,-0.898940013143374,5.161108260077128,8.66708319266623,12.363919053198629
2021-04-30,7.986459771063437,7.713685476766159,11.699137048932233,15.257960394567988
2021-05-31,7.374537728535643,9.965576255229621,14.667311430823798,19.122234313022034
2021-06-30,6.600740725985588,11.006586919198185,16.12369273286105,17.823759030153326
2021-07-31,8.909245666340667,10.02019974627558,16.9506453171102,21.06281113018406
2021-08-31,9.783004947334575,12.960431493451665,17.56328871554556,20.822398491932177
2021-09-30,12.509554652554698,11.825313312654544,17.066341689785634,21.259101941405845
2021-10-31,8.256839900023579,8.786519670154746,13.274253511363218,17.539804509655482
2021-11-30,10.77636366497768,8.264440327528291,11.93552501833517,14.387743562905712
2021-12-31,9.557935994920172,7.764167887417727,12.562589123943303,17.774471994955547
2022-01-31,12.762142427310437,8.02862348935264,10.542494317492288,12.78418564113457
2022-02-28,9.53632941333376,8.037549246477568,11.455527414583571,12.564842551609615
2022-03-31,11.926539540290605,4.800343838337255,9.024714593046735,13.201797317835883
2022-04-30,10.6648323180832,10.7257313179079,14.06296411518099,16.193028724417616
2022-05-31,10.451832195421048,8.070173900479347,11.461761539099337,12.680482793740111
2022-06-30,8.66136666043326,10.066250394620738,13.158596692946924,15.306349978783828
2022-07-31,11.633606249583408,6.73624091383374,10.02761334511539,13.722523517985167
2022-08-31,10.83562775723226,3.799212657403814,6.959272767880225,9.810647467885872
2022-09-30,7.676378205330366,-0.7199893392202057,3.046291328178552,6.302937875542966
2022-10-31,3.189146115628546,-0.3035521546312907,2.3305839636439716,3.269653691077906
2022-11-30,3.887238314445085,2.71657241780548,3.795577079414477,6.235024749489412
2022-12-31,1.4977169089697782,1.583213654452095,4.697146146174726,7.1552578109387355
2023-01-31,5.053047730975777,3.7711633869004118,5.485366951098342,8.496669709326
2023-02-28,3.244382126832079,2.2271163300767967,4.829651745396427,7.9873598759022
2023-03-31,8.393871666727136,4.455047041589808,6.634638118389046,8.250028749602336
2023-04-30,1.658482302853372,3.074059066021789,4.589357962566714,5.925585212217186
2023-05-31,8.141407574493314,1.3554003126315024,5.600300782896807,9.402123720010877
2023-06-30,2.431086589706183,-1.052732423395014,1.6921386076804084,4.647474977624597
2023-07-31,5.696259620458477,-0.7579661948757916,2.2777931197524253,3.8560689739546774
2023-08-31,2.2600101342864036,0.51916613988368,2.4760098339048,3.888768786384503
2023-09-30,6.275240469897881,2.951588379300631,5.037272853954358,6.869402861538333
2023-10-31,6.446693762453606,2.180219072238799,6.016624872451485,9.59419889926852
2023-11-30,14.04659185713922,3.8098418219020687,5.848218398695837,8.98385443519993
2023-12-31,10.819043342476334,1.5905132963058008,5.024157101052571,7.670439806934155
2024-01-31,7.57698198842445,3.6130084934147817,5.771091612226144,6.762276820598743
2024-02-29,9.135696757264895,3.745787710257787,5.1485754271467155,6.436774581450038
2024-03-31,4.90233168873533,1.887920671417703,4.311171083171359,6.257133160272247
2024-04-30,8.747887891866412,0.18127044525942893,2.462561052578349,4.209484299474639
2024-05-31,3.7135089987004903,0.38073198765948746,2.1497638707679356,3.67686108555597
2024-06-30,9.16176253280878,2.5141221852867375,3.684724501071128,5.657380780109975
2024-07-31,4.296522077201644,3.1326969807939236,4.393172664273834,5.685329503970593
2024-08-31,7.069828219629471,3.8779423400931705,5.570079376176784,7.203856309590947
2024-09-30,4.660945057471736,3.453131426698633,5.419247558357324,8.039346141484714
2024-10-31,7.584127928674661,3.667916660409844,5.534508386079972,7.2660059517727404
2024-11-30,0.2064510277489262,3.218167400153959,4.969403563565095,6.17433948501548
2024-12-31,3.786050432593129,2.5680573884098976,4.700557911927194,5.790850233999151
